category,rating,label,text_
Home Services,2.0,OR,"Nestor C was on time, polite, knowledgeable. He took care of my problem. I would highly recommend his company."
Home Services,2.5,OR,Everything Toll touches is beautiful! Wonderful finishes and great options. The community is beautiful and the amenities are fantastic.
Home Services,5.0,OR,Ryan was fast and efficient and did a great job. I would use him again and recommend his service!
Home Services,3.0,OR,"Unreliable.  Got a quote purchased supplies and when it came to installation day, no show or phone calls."
Home Services,3.5,OR,These guys were a huge help.  Somehow fit all my stuff into the Uhaul.  Would definitely recommend.
Home Services,5.0,OR,Excellent real estate photographer. Allison took her time and generated outstanding results that get our listing noticed. Highly recommend.
Home Services,4.0,OR,"All around fantastic. No issues, problems, or hiccups. Showed up on time and got the job done."
Home Services,4.5,OR,Great snow removal!!  I called. They came. Great service fare price!!!  Will recommend and keep using myself!!!
Home Services,1.5,OR,Horrible customer service. No respect for customer's time. Do not know how to communicate. Use any service besides Comcast.
Home Services,5.0,CG,"A Bank that knows who they are and how to manage their business.

The person who came"
Home Services,5.0,CG,"Absolutely wonderful service! Great communication, great pricing and very knowledgeable.

Thanks for the great service"
Home Services,2.0,CG,performed check out of units and an inspection was done. I will definitely be using this company again
Home Services,2.0,CG,I have made several purchases here and I am very pleased with the work they did.
Home Services,3.0,CG,Excellent communication and service every time. The guys were friendly and professional. Highly recommend!Very disappointed.
Home Services,4.0,CG,"Super service. I like this company. The guys are professional, courteous, and personable"
Home Services,3.5,CG,Rent is at a premium here. The guys at Reno Roofing are also great! I highly
Home Services,4.5,CG,"Friendly, reliable, efficient and very friendly. The guys were friendly and professional."
Home Services,4.0,CG,I had a cracked screen and an AC unit and they did a great job fixing it.
Home Services,4.5,CG,Absolutely fantastic customer service and a real professional.We just had a horrible experience with the Clipper.
Home Services,4.5,CG,"Our technician Ryan was friendly, knowledgeable, and very knowledgeable.  We had a very large one bedroom"
Home Services,4.5,CG,Great work at a very reasonable price.  We will be using them again for the next couple of
Home Services,2.0,CG,They're all rude and unprofessional. We have had the same issues with them.
Home Services,3.5,CG,"Great service, very responsive and prompt. The guys were very knowledgeable about the process and the installation of"
Home Services,4.0,OR,I used Cervantes to recoat my roof. They did a great job. Very neat work and left the jobsite clean.
Home Services,1.5,OR,I rented from DJW for 2 years. Worst rental company ever. Don't do it you'll regret it in the end.
Home Services,2.5,OR,"They did my whole roof in 1 day, and they helped me go through my insurance which helped me financially!"
Home Services,1.5,OR,"They had to cancel a few times because of weather, but once they came out they did a great job."
Home Services,4.5,OR,Best of three estimates for tree removal/stump grinding by significant amount. Efficient and left area in good shape. Highly recommend.
Home Services,1.5,OR,"Absolute worst management I have dealt with. Here at echelon, the profits matter more than the concerns of the clients."
Home Services,3.5,OR,do not use this company. clearly do not know what they are doing. you will be robbed in the process.
Home Services,2.0,OR,Worse banking service I ever received. Called and was on hold 40 minutes. Customer service is not given at all.
Home Services,4.5,OR,"Highly recommend these guys!!  On time, very professional and took great care of my furniture, even in terrible weather."
Home Services,5.0,OR,Joe did a fantastic job of getting rid of our ant problem.  They haven't been back in 2+ years!
Home Services,2.0,OR,"These guys are the best! They are professional, friendly and punctual. I will recommend Dave's to anyone who needs work."
Home Services,5.0,OR,Amazing mover!!!! Matt is a kind person and an excellent mover. He made my move super easy and stress free.
Home Services,5.0,OR,The Metairie Maids did a great job cleaning a rental I was moving out from.  Very prompt and responsive!
Home Services,4.5,OR,Alan and his installer did a great job for a fair price. Would definitely recommend using him for your job
Home Services,2.5,CG,Money hungry company who does not have the time to explain what they are doing. I would recommend them to
Home Services,2.0,CG,Horizon serviced my AC and it has been working very well for a very long time.
Home Services,2.0,CG,"The staff here are the best. The guys are friendly, professional and make sure the move is done right"
Home Services,4.5,CG,Completed the requirements in a timely manner and the materials were included in the bid. I was given an estimate
Home Services,5.0,CG,I would definitely recommend these guys to anyone. We just moved in and had a very nice experience.
Home Services,3.5,CG,"Not only on time, but consistently on the move.  I will definitely be using this company again."
Home Services,5.0,CG,Great job. Great price. Nice and professional. Great experience.
Home Services,3.5,CG,"Nice restaurant ambiance, but ceviche and an amazing wide variety of dishes."
Home Services,1.0,CG,"roaches everywhere, everyday. the staff are always professional and very friendly.

The only reason I"
Home Services,3.5,CG,"Best pedicure ever!!! Great service, fast, and very professional.

Thanks for the great"
Home Services,4.5,CG,"This company has done work that has been done by other companies in the past, and I'm very pleased"
Home Services,1.0,OR,"Thank you to all the people in previous post. I almost fell for it.
You guys saved me a bunch of grief."
Home Services,4.0,OR,"Great honest service, reliable and friendly. Troy Termyna quickly diagnosed our problem with our gas furnace and the problem was resolved."
Home Services,3.0,OR,Had a hitch installed - they had a good price and were friendly and knowledgeable - a joy to work with.
Home Services,4.0,OR,"I have 5 stars because all the people there's it's superrrrrrrr nice , today its firt day here and definitely recommend!!!"
Home Services,4.0,OR,Thanks for your help.  Being without heat on a chilly morning is no fun.  We appreciated your prompt service.
Home Services,4.5,OR,"Fantastic job.  Prompt, courteous employees and reasonable prices.  Definitely would recommend family Fence Company for all your fencing needs."
Home Services,3.5,OR,"Second time I've used Lewis. This is a solid company. Pretty reliable, efficient and some truly skilled technicians. I'm a fan."
Home Services,5.0,OR,Communication was a little annoying but the work quality was phenomenal and Albert snd his crew all seem like trustworthy guys
Home Services,2.0,OR,"Fast response, good communication and willing to work with me. Was fast in responding to landlord reference check."
Home Services,5.0,OR,I was very pleased with the quick quote and install. Marjorie was very helpful and the installers were tidy and efficient.
Home Services,4.0,OR,Did such a great job deep cleaning our home before we put it on the market! Will definitely hire her again.
Home Services,1.5,CG,Duke energy of north Pinellas County has been an absolute pleasure to work with.
Home Services,5.0,CG,Hilary Steve was so very nice and professional.  We had a lot of work done and he was
Home Services,1.0,CG,"Nightmare scenario. Poor scheduling, poor customer service. Not worth it."
Home Services,1.5,CG,Don't  moved to this area. The only reason I've stayed here is because I was just blown away
Home Services,4.0,CG,"Owner very responsive to phone calls and emails.  We've had a lot of problems with them.

"
Home Services,5.0,CG,AMAZING job!!! I love my house and the fact that they are all around us makes the whole experience
Home Services,5.0,CG,Clogged sink aerators. This is a real shame as we have two full bathrooms that have a large one
Home Services,3.5,CG,"They said they would visit and do the work, which was a lot of work. I said we would be"
Home Services,1.5,CG,Internet went down they answered the phone and the technician came out and did a great job.
Home Services,5.0,CG,Great and fast service. Aaron and his team are very professional and courteous. I would recommend them to
Home Services,2.5,CG,"If it was possible to go back and forth, I would have left my money in the bank."
Home Services,2.5,OR,I was double charged. They did not respond to requests to correct the error. I had to process a credit card chargeback.
Home Services,4.5,OR,Quick estimate and follow through. Best price and thorough job!!  Highly recommend Ignacio and his team.
Home Services,4.0,OR,Great service! Can't believe the difference in our water. Feel like we are getting Voss bottled water right out of the tap!
Home Services,4.5,OR,"Accidentally locked my car key in the car. They responded within minutes, got it open in minutes and charged a reasonable price"
Home Services,3.5,OR,"I don't really like hotels as it is but this is the worse hotel ever.. 
specially if you are out of town"
Home Services,5.0,OR,"Hands down the BEST classes I have ever attended. Do not hesitate. Small, informative and fun. Great useful information and presented well."
Home Services,5.0,OR,"The work done paving my carport was outstanding, high quality, and efficient, for a very good price!! I'm completely satisfied. E."
Home Services,5.0,OR,I called based on reviews. They came on time. Performed job well and reasonably priced. I highly recommend. Clean your vents annually.
Home Services,4.0,OR,Great service and if you have a wierd key like I did they will likely be able to copy it for you.
Home Services,1.0,OR,"Horrible, unprofessional and two hours LATE!
Super ghetto. 
Walked off the job because I was upset they were two hours late. 

Never again."
Home Services,4.5,OR,BHC Roofing fixed my roof within 2 days of receiving a quote! The team was professional and very helpful. Would hghly reccomend.
Home Services,4.0,CG,Very fast and responsive to my calls and emails.  I will definitely use them again!I am a two-
Home Services,5.0,CG,"I've had a lot of issues with the system and they've always been prompt, professional and responsive."
Home Services,3.5,CG,Cesar really helped us tonight! We had the utmost care in finding a workable solution for our house.
Home Services,4.0,CG,"I usually use PNC ATMs, but I thought they were too expensive. When I got home, they removed"
Home Services,4.5,CG,Sparkly was very responsive ahead of time and was very knowledgeable of all aspects of my situation.
Home Services,4.5,CG,Save yourself a lot of time and money by staying in a location that offers a variety of amenities.
Home Services,3.5,CG,"Waited over two weeks for a quote and the guy never showed up. When I called to confirm the appointment,"
Home Services,4.5,CG,"After this review, Matthew came out to explain the situation. He did a great job! He has a very thorough"
Home Services,4.5,CG,Nick was great. Very professional and courteous. He did a great job!Very disappointed.
Home Services,2.5,CG,"Carrollwood Station is a great location to live.  The staff is friendly, knowledgeable, and has a great"
Home Services,3.5,CG,"They've done 2 family vehicles here. The first one was a full size truck, the second one was a two"
Home Services,3.5,CG,"A beautiful property with all the amenities you want and more.

If you are looking for a new home in"
Home Services,4.5,CG,"Great service and price. This is an amazing company to work with. 

The guys were very knowledgeable and"
Home Services,4.5,OR,"All-around great experience. Super nice husband and wife team, by far the best price for a windshield replacement, & same-day service. Highly recommended."
Home Services,3.5,OR,Updating this review to 3 stars because after talking with their service manager they ended up adjusting their price to a reasonable rate.
Home Services,4.5,OR,"By far best experience moving in to an apartment complex. Andrew made it easy and quick, amazing customer service skills."
Home Services,4.5,OR,Mary and Felicia did a great job today - even my husband noticed how neat everything looked. I would have them back anytime!
Home Services,2.0,OR,"Propane tank filling service is great. Quick, friendly and a nice shade to stand under while you wait. Parking near the filling station."
Home Services,3.5,OR,"Quick, friendly and efficient!  Very punctual and knew what they were doing.  Had our hot water heaters serviced and AC.....good people."
Home Services,2.0,OR,"Great service, great work, efficient, timely, cleaned up after themselves. Gutters look really good, as does the roof installed earlier in the week."
Home Services,4.0,OR,Awesome service. Was a bit busy but totally worth the wait considering it would've been 2 hours at the actual place. Definitely recommend.
Home Services,4.5,OR,"These guys came out and did a fantastic job. Arrived on time, didnt stop working and were very reasonably priced."
Home Services,5.0,OR,Gave honesty advice and suggestions even though he was busy. Will definitely be calling next time I have work required or the house.
Home Services,4.0,OR,Contacted this company and scheduled a time for them to come by for an estimate and they never showed up or called again.
Home Services,4.5,OR,"Responsive, friendly staff. Good price. They filled out all the HOA documents for us to submit and completed the job quickly once approved."
Home Services,4.5,OR,Excellent!!! The three movers showed up on time and were professional and proficient. Great rates and service. Would highly recommend and use again!!!!!
Home Services,4.5,CG,I have used 4 seasons of Piney Ridge and they are all very happy with the work they did.
Home Services,1.5,CG,I had a very good experience with the dealership and they did a great job. I would recommend them to anyone. 
Home Services,3.5,CG,The  agent Lily was very helpful and professional.  I will definitely use her again!I am a two-time
Home Services,2.5,CG,"Easy process, clean van, great customer service, and very friendly.

If you have a van, here are"
Home Services,4.5,CG,Latty and his crew did a great job. We are now back to using the same one.
Home Services,3.0,CG,"Good service, yard was left clean and professional.We just moved in and my husband and I just wanted to move in"
Home Services,4.5,CG,"On time & evaluated problems, helped us with materials and schedules.  Highly recommend!Very disappointed. We had an old"
Home Services,4.5,CG,"Very knowledgeable and honest, dont go anywhere else. We just had a horrible experience with the Clipper."
Home Services,4.0,CG,"Great staff, very clean community. We will definitely be using them again in the future. I would recommend."
Home Services,1.5,CG,We applied for a house that had been bought and sold by a different company. I was told we would be late and
Home Services,4.5,CG,Amazing job!!! Matched hundred plus pics of the house and walls. Thanks for the great service.
Home Services,4.0,CG,Our new HVAC system was not working and the AC unit was not working properly. I called them to schedule an
Home Services,4.0,OR,"Kind, knowledgable, trustworthy. Great company and crew. I plan on using for additional work around the house. Very understanding of old New Orleans construction."
Home Services,3.5,OR,If i could give 0 stars i would.  Waited over an hour when they told me assistance would be available within 10/15 mins
Home Services,4.5,OR,Easy to work with. Jason O. knew exactly what we needed. Helped us through the VA Loan. Made our home buying experience run smooth.
Home Services,3.5,OR,Accepted appointment after discussing project then they cancelled after waiting multiple days to respond.   I now have to find an alternative company.
Home Services,4.5,OR,"I went to Az Turf Masters for a very fast turn around task. There were gracious, very helpful and great folks to deal with."
Home Services,4.5,OR,Jenifer and her team a really great. They are nice and do a great job. If you need a loan I would use them.
Home Services,4.0,OR,Please do not use that service. It is overpriced and overlooked many damages which I found out through another shop. It wasted my time.
Home Services,4.5,OR,"Overall: Excellent experience, great place to live, close to everything and I highly recommend Marmot Property! Thanks, Stefano! We'll see you in the future!"
Home Services,5.0,OR,Lauren and her team did an amazing job on our house. Very thorough and methodical cleaning. Highly recommend her for any house cleaning needs.
Home Services,2.5,OR,Just thankful that my daughter had a descent place to live while in college. Seidy was always a pleasure to work with.
Home Services,1.0,OR,Very poor service. they cut up paper and trash and on to next location. I would not recommend for residential or commercial landscaping services.
Home Services,5.0,OR,"We just had our exterior painted by Five Star, and are so happy with the results.  This company is a well oiled machine!!"
Home Services,4.5,CG,I have used this company for a couple years now and I will continue to use them.  They do an outstanding job and
Home Services,1.0,CG,Don't bother calling because no one will be calling you. I will not recommend them to anyone.Great job! I had
Home Services,2.5,CG,I love living here. The staff is professional and very friendly. My husband and I have been living here for two years and
Home Services,3.5,CG,"Moxie has done a great job on the job and is very professional. If you have a pet, she is always"
Home Services,2.0,CG,they told me they use a different company and they are not certified by the UN. I said we will get an update and
Home Services,4.5,CG,"Alan and team offer exceptional customer service and quality workmanship.

Highly recommended!

I would not recommend this"
Home Services,4.0,CG,"Great experience with Richard, answered all my questions and made me feel comfortable. Highly recommend!Very disappointed. We had an old"
Home Services,4.0,CG,Arrived on time and performed a thorough inspection.  We are very pleased with the level of service we received from Bower
Home Services,5.0,CG,"John was awesome! So professional, polite, and very knowledgeable.  

The move was quick and cost us around"
Home Services,5.0,CG,They were able to squeeze in an additional $600. 00 after they had already taken over the building.
Home Services,5.0,CG,"Fast, professional, friendly and reasonably priced. The guys were very knowledgeable about the process, the installation and the installation cost."
Home Services,5.0,CG,"Best contractor that I ever dealt with, and very professional.  

The person who came out and checked the plumbing"
Home Services,4.0,CG,Had a great experience.  We will be using them again for all our plumbing needs!Very disappointed. We had an old
Home Services,3.0,OR,"Amazing customer service
Fantastic properties
We stayed at Turner Vineyards 
You can walk to Babcock and Melville 
It was so much fun 
Would definitely recommend using them"
Home Services,3.5,OR,"Vista Landscaping is a professional company that does quality work, If you are looking for a exceptional company to do landscaping check these guys out."
Home Services,2.5,OR,Snarky and condescending from the minute I walked into the door. Loved telling me how my preferences were wrong. Will not be getting my purchase.
Home Services,4.5,OR,"HomeGate Realty is top notch.  Their staff made the sale of our home smooth and effortless. I recommend them highly!!

Dr. Stephen and Mary Karr"
Home Services,2.0,OR,"Ladies in the office are very nice & helpful. Maintenance is good. Rent is affordable.  Enjoy the Community events, would like to see more."
Home Services,4.0,OR,Great spot. My space has lights and power which is very convenient. Not all do but worth asking. Clean and professional. Easy in and out.
Home Services,1.0,OR,"Completely unprofessional. Watch out for early termination fee $500.00 
Never returns phone call, or emails.
Works out of their home, DO NOT HIRE THEM!!!!!!!!
REVIEWING JACKSONVILLE OPERATION"
Home Services,4.5,OR,"The service is really good, and the tech's are friendly and efficient. I'd give them 5-stars, but had a small billing issue (that got resolved)."
Home Services,4.5,OR,Excellent work! Very pleased with entire process. Quick and very well done. I would recommend them. 5300 sq ft roof . Done in 4 days.
Home Services,3.5,OR,"I had ACS come out to my house last week to service my unit, Kevin is really knowledgeable and did an outstanding job for me!!!!"
Home Services,4.5,OR,Arrived on time and ready to work. The friendly crew went right to work patching and painting the stucco lamp post and waterproofing the fence.
Home Services,4.5,OR,"When it comes to a plumber, I appreciate a family owned business that guarantees their work.  Great work Drains R Us, keep it up!"
Home Services,5.0,OR,"Painted our exterior. Stucco and metal siding. Super great guys! Highly recommend!! If we ever decide to paint the interior, would definitely use them again!"
Home Services,4.0,CG,Aerotech has contacted me to find a replacement for my air conditioner.  They have been extremely thorough and extremely professional.
Home Services,5.0,CG,"Thanks Nick for the tip and an amazing job!Very pleased with the service provided by Clipper. They are prompt, professional,"
Home Services,1.5,CG,"Zero stars!  They lost $200,000 on a carpet cleaning.  They ruined my house.  If I had to"
Home Services,2.5,CG,Beware these people. They convinced me to go with them. I chose them because of the customer service. They are not the
Home Services,4.0,CG,"Just left my house 5 days early and the doorbell was broken. When I called to confirm the appointment, I was told the"
Home Services,3.0,CG,Good company. I've run the house a couple of times and I always find my neighbors to be pretty good.
Home Services,4.0,CG,Been using this company for a couple of years now. I will definitely use them again!I am a two-time resident
Home Services,1.5,CG,Understaffed and inconsiderate to the point of threatening to sue me for a parking ticket. I was told by a supervisor
Home Services,4.5,CG,They are awesome!! I have had a couple of them in the past and they always seem to be the best.
Home Services,5.0,CG,"Excellent business - have used them for the last 10 years.

Highly recommend!

Bob

5 stars."
Home Services,4.5,CG,Great communication and very easy to work with.We just had a horrible experience with the Clipper. We called them the next day
Home Services,5.0,CG,"They showed up on time, and did the job well. I will definitely be using them again!Great job! I had a"
Home Services,4.5,CG,Malcolm was very knowledgeable and professional.  He was very knowledgeable about the need for a new thermostat and how to install
Home Services,4.0,OR,They did a phenomenal job. I was extremely happy with the outcome. The cleanest my place I've been in a while and I can smell it!
Home Services,5.0,OR,"Ben is SO knowledgeable, trustworthy, prompt and dependable! 
We've used him several times and will only call him when a locksmith is needed! 
Thank you Ben!"
Home Services,4.5,OR,"I needed to have a few things in my apartment fixed, and Wilson Perez did a great job! He was very responsive, knowledgeable and friendly."
Home Services,4.0,OR,"Joe is a stand up guy. He bids fairly, shows up prepared, and does quality work. I have used him for painting solar carports for years."
Home Services,5.0,OR,Great guy and extremely helpful. He was able to finish the project so quickly that he had extra time to help me complete another related project.
Home Services,4.5,OR,These guys where great got me in same day they was quick very professional and our carpets look great i will definitely use these guys again
Home Services,5.0,OR,Thank you for implementing makes and soclIal distancing during the difficult times. It was amazing to see Rudy shop next door immediately after the press conference
Home Services,3.0,OR,The front office and maintenance staff are great. The grounds are kept very nice. My only complaint is that the pool areas are not always clean.
Home Services,4.5,OR,"Kyle and the LoanFlight team were absolutely fantastic throughout the entire process. Their expertise, promptness, and ability to simplify created a smooth experience."
Home Services,3.5,OR,Best moving company I have ever had. They know what they are doing and do not try to up charge you. I am a lifelong customer
Home Services,5.0,OR,Best carpet and flooring people I have ever worked with. Always showed up on time and wasn't happy until I was happy. Would recommend to everyone
Home Services,4.0,OR,Have had to use them twice in the past 9 months  Excellent work.  Same person came out each time and charged a fair price.
Home Services,2.0,OR,Management staff is very professional. Flexible leasing options and the buildings although old are very good. Was my first apartment after college and it went smoothly.
